51.15.177.121:8333,on
163.172.89.126:8333,on
167.86.113.5:8333,on
91.216.149.28:8333,on
149.210.189.102:8333,on
88.86.116.140:8333,on
35.242.131.200:8333,on
85.10.248.121:8333,on
104.46.42.207:8333,on
138.201.18.236:8333,on
[2a01:4f8:13b:1f0f::2]:8333,on
[2a01:4f8:a0:64f6::2]:8333,on
176.9.47.5:8333,on
13.114.222.79:8333,on
[2a02:4780:9:0:2:f928:f280:9a6f]:8333,on
74.118.137.119:8333,on
83.161.249.125:8333,on
[2a01:4f9:4a:251f::2]:8333,on
88.86.125.50:8333,on
165.22.61.205:8333,on
[2a01:4f8:171:1c3::2]:8333,on
195.154.113.90:8333,on
77.247.178.104:8333,on
[2a03:6000:870:0:46:23:87:218]:8333,on
[2a01:4f8:171:3248::2]:8333,on
[2a03:7520:4c68:1001::29]:8333,on
142.44.162.224:8333,on
[2001:41d0:203:45d1::]:8333,on
139.59.247.235:8333,on
5.254.101.226:8334,on
149.248.9.85:8333,on
77.169.93.186:8333,on
212.227.253.11:8333,on
87.151.9.228:8333,on
85.14.79.26:8333,on
[2001:1bc0:cc::a001]:8333,on
109.229.210.6:8333,on
185.107.80.120:8333,on
47.253.6.9:8333,on
13.239.114.62:8333,on
39.101.136.226:8333,on
37.187.162.238:8333,on
18.233.240.175:8333,on
46.39.129.82:8333,on
185.51.61.244:8333,on
94.130.179.91:8333,on
159.89.182.64:8333,on
198.211.102.227:8333,on
[2a01:7a7:2:1db9:225:90ff:fee3:3a6e]:8333,on
37.187.3.112:8333,on
179.43.174.203:8333,on
[2a01:4f8:161:7304::2]:8333,on
185.107.80.138:8333,on
83.217.8.31:44420,on
83.83.155.43:8333,on
47.74.228.168:8333,on
67.210.228.204:8333,on
144.76.117.234:8433,on
172.105.17.14:8333,on
185.6.124.16:8333,on
51.89.173.199:8333,on
116.202.161.56:8333,on
164.132.205.148:8333,on
85.214.90.161:8333,on
144.76.44.114:8333,on
168.62.167.209:8200,on
51.38.70.243:8333,on
35.172.129.140:8333,on
222.186.169.10:8333,on
51.91.66.183:8333,on
37.187.103.237:8333,on
185.195.27.156:8333,on
34.237.15.134:8333,on
173.12.181.181:8333,on
186.155.226.43:8333,on
144.34.161.65:18333,on
23.175.0.212:8333,on
95.179.141.130:8333,on
176.9.65.102:8333,on
[2a02:120b:2c32:270:20f1:9c5f:6cb3:5174]:8333,on
47.89.188.86:8333,on
69.196.163.221:8333,on
[2a01:4f8:13b:1342::2]:8333,on
46.105.116.137:8333,on
[2a07:5741:0:4e4::1]:8333,on
139.180.147.93:8333,on
78.47.207.37:8333,on
206.189.138.144:8333,on
85.10.192.158:8333,on
185.5.55.219:8333,on
51.83.99.227:8333,on
34.234.208.165:8333,on
88.198.57.103:8333,on
88.208.3.195:8333,on
62.210.167.199:8333,on
116.203.42.21:8446,on
62.31.255.178:8333,on
[2001:41d0:2:f281::]:8333,on
144.76.103.42:8433,on
167.172.36.147:8333,on
144.76.37.126:8333,on
[2a01:4f9:c010:4969::1]:8333,on
158.69.69.187:8333,on
178.62.81.236:8333,on
[2a02:7b40:3e4d:9896::1]:8333,on
188.230.168.114:8333,on
95.211.183.145:8333,on
52.29.60.234:8333,on
[2001:678:7dc:8::2]:8333,on
104.248.82.153:8333,on
85.214.78.60:8333,on
35.195.30.252:8333,on
37.59.73.50:8333,on
116.202.51.176:8333,on
159.65.234.65:8333,on
34.74.46.5:8333,on
[2001:41d0:203:99c::]:8333,on
178.63.17.179:8333,on
137.74.118.26:8333,on
188.165.228.25:6333,on
45.32.126.203:8333,on
98.27.176.223:8333,on
[2003:db:ef16:8700:9618:82ff:fe38:7cfc]:8333,on
46.101.161.198:8333,on
104.248.139.211:8333,on
172.104.42.174:8333,on
95.217.78.80:8333,on
54.37.91.117:8333,on
[2a01:4f8:150:3219::2]:8333,on
[2a01:4f8:190:7113::2]:8333,on
176.9.105.208:8333,on
85.119.83.25:8333,on
88.99.93.80:8333,on
144.91.67.228:8333,on
95.216.6.156:8333,on
185.217.241.142:8333,on
167.86.109.171:8333,on
[2a01:4f8:161:214e::2]:8333,on
[2a01:4f8:140:2123::2]:8333,on
144.217.68.65:8333,on
[2a01:4f8:202:6350::1:14]:8333,on
139.162.236.94:8333,on
[2001:41d0:203:3738::]:8333,on
[2a01:4f8:c0c:80a7::1]:8333,on
54.38.237.0:8333,on
149.248.58.177:8333,on
95.216.21.176:8333,on
[2607:5300:60:4192::]:8333,on
2.206.108.203:8333,on
64.90.166.178:8333,on
[2a01:4f8:13b:7ce::2]:8333,on
88.198.191.99:8333,on
195.201.11.58:8333,on
51.68.204.150:8333,on
167.71.159.219:8333,on
185.19.28.195:8333,on
94.130.89.38:8333,on
74.207.249.55:8333,on
3.232.243.7:8333,on
[2a01:4f8:c17:78c5::1]:8333,on
51.154.131.18:8333,on
5.189.153.179:8333,on
167.71.130.169:8333,on
144.76.9.243:8333,on
195.91.239.8:8333,on
176.9.91.5:8333,on
129.204.249.33:8333,on
13.229.203.245:8333,on
176.9.86.146:8333,on
[2a01:4f8:10a:239c::2]:8333,on
198.27.82.12:18333,on
34.235.122.86:8333,on
51.255.95.80:8333,on
18.228.0.28:8333,on
[2001:41d0:203:a8b::]:8333,on
138.197.190.145:8333,on
37.97.128.182:8333,on
52.82.25.69:8333,on
[2001:ba8:1f1:f0fe::2]:8333,on
157.245.94.69:8333,on
[2001:718:801:311:5054:ff:fe19:c483]:8333,on
46.4.5.98:8333,on
[2a01:4f8:191:40e8::2]:8333,on
46.166.174.77:8333,on
5.45.77.3:8333,on
37.120.171.27:8333,on
173.255.240.205:8333,on
78.46.191.14:8333,on
18.27.79.17:8333,on
18.218.139.58:48333,on
95.216.28.254:8338,on
[2001:41d0:8:c697::1]:8333,on
112.215.205.236:8333,on
91.121.210.218:8333,on
[2001:41d0:800:1596::]:8333,on
51.15.23.154:8333,on
162.214.64.229:8333,on
69.55.234.74:8333,on
162.243.172.179:8333,on
37.59.44.40:8333,on
[2001:41d0:2:e389::]:8333,on
145.239.95.219:8333,on
178.128.35.139:8333,on
104.245.125.251:8333,on
157.7.211.107:8333,on
[2a01:4f8:202:3492::2]:8333,on
159.89.13.100:8333,on
84.212.145.24:8333,on
[2a01:4f8:150:630d::2]:8333,on
51.83.41.129:8333,on
116.203.200.229:8446,on
185.198.57.211:8333,on
88.86.116.142:8333,on
[2a01:4f8:a0:14ec::2]:8333,on
[2001:41d0:a:69a2::1]:8333,on
165.227.145.138:8333,on
109.247.106.144:8333,on
[2001:41d0:a:f352::1]:8333,on
95.216.11.237:8433,on
144.76.39.233:8333,on
144.76.71.116:33358,on
178.255.42.126:8333,on
3.208.87.85:8333,on
176.9.46.231:8333,on
209.236.228.26:8333,on
162.62.18.226:8333,on
47.254.73.32:8333,on
[2a01:4f8:c2c:d104::1]:8333,on
208.94.240.42:8333,on
81.173.131.162:8333,on
163.172.223.96:8333,on
62.171.186.166:8333,on
95.216.97.104:8333,on
144.76.175.228:8333,on
173.212.197.63:8333,on
132.249.239.163:8333,on
78.47.61.83:8333,on
85.214.135.99:8333,on
194.135.135.69:8333,on
64.225.45.81:8333,on
144.76.201.50:8333,on
195.154.164.243:8333,on
52.116.159.247:8333,on
18.217.196.55:8333,on
88.119.128.36:8333,on
51.91.197.151:8333,on
88.99.139.98:9002,on
[2401:d002:4402:0:8f28:591a:6ea0:c683]:8333,on
157.245.150.18:8333,on
136.243.155.216:8333,on
77.120.113.70:8433,on
37.59.38.78:8333,on
63.35.179.188:5001,on
18.140.249.21:8333,on
198.27.82.125:8333,on
[2001:41d0:602:19ef::]:8333,on
95.211.209.199:8333,on
144.91.88.183:8333,on
159.65.85.189:8333,on
108.61.81.53:8333,on
37.221.163.218:8333,on
144.76.156.185:8333,on
176.9.65.41:9001,on
192.99.16.146:8333,on
157.230.131.34:8333,on
159.69.58.190:20008,on
[2a01:4f8:c0c:80c3::1]:8333,on
138.68.15.191:8333,on
77.120.122.27:8433,on
103.230.124.120:8333,on
142.93.109.28:8333,on
173.249.5.217:8333,on
159.65.132.97:8333,on
18.162.184.105:8333,on
159.69.7.94:8333,on
95.216.0.79:8333,on
213.10.181.49:8333,on
51.68.36.56:8333,on
37.221.198.57:8333,on
[2a01:4f8:200:53e3::2]:8333,on
178.128.91.117:8333,on
138.201.196.156:8333,on
81.233.15.207:8333,on
95.217.41.248:8333,on
13.229.152.67:8333,on
45.151.125.47:8333,on
104.202.48.26:8333,on
88.198.38.83:8333,on
185.174.100.242:8333,on
85.214.80.203:8333,on
148.251.12.252:8333,on
193.200.241.132:18333,on
3.133.125.238:8333,on
51.159.59.115:8333,on
160.20.145.62:8333,on
51.91.123.213:8333,on
[2001:19f0:6001:1743:5400:1ff:fed2:299f]:8333,on
89.39.107.60:8333,on
[2a01:4f9:2b:10ae::2]:8333,on
89.142.75.60:8333,on
[2001:470:a:c13::2]:8333,on
94.130.142.54:8335,on
129.13.189.212:8333,on
144.76.91.109:8333,on
144.91.84.8:8333,on
90.94.83.26:8333,on
[2a01:4f8:221:2695::2]:8333,on
116.202.170.226:8333,on
137.26.8.213:8333,on
90.191.243.163:8333,on
3.24.124.243:8333,on
167.114.35.12:8333,on
213.180.70.138:8333,on
98.143.64.187:8333,on
5.189.234.134:8333,on
185.104.180.7:8333,on
96.66.15.147:8333,on
151.106.63.26:8333,on
159.65.221.193:8333,on
[2001:470:27:483::2]:8333,on
[2a01:4f8:190:9005::2]:8333,on
144.76.71.116:33333,on
88.99.243.34:8333,on
[2a01:4f8:10b:362::2]:8333,on
90.65.152.93:8333,on
159.203.15.202:8333,on
18.235.86.90:8333,on
91.121.210.168:8333,on
[2a05:f480:1800:697:5400:2ff:feb6:c36d]:8333,on
46.4.18.160:8335,on
179.48.251.41:8333,on
144.76.102.2:8433,on
51.15.176.153:8333,on
199.247.7.208:8333,on
52.221.182.253:8333,on
79.98.159.7:11333,on
144.76.40.144:8333,on
159.65.39.11:8333,on
[2001:bc8:6010:209:aa1e:84ff:fe95:445f]:8333,on
[2a01:4f8:192:628a::83]:8333,on
[2a01:7c8:aaae:2a:5054:ff:fefc:6ea1]:8333,on
35.210.223.227:8333,on
94.23.248.168:8335,on
64.71.74.75:8333,on
46.101.141.75:8333,on
91.155.2.83:8333,on
158.69.227.12:28643,on
178.63.174.57:8333,on
[2a01:4f8:1c1c:f0b::1]:8333,on
185.25.48.184:8333,on
51.68.36.57:8333,on
88.99.149.100:8333,on
[2a01:4f8:10a:3e62::2]:8333,on
139.99.40.151:8333,on
159.89.18.157:8333,on
178.128.90.120:8333,on
91.159.158.66:8333,on
167.99.206.55:8333,on
54.37.180.130:8333,on
178.63.20.239:8333,on
172.104.72.229:8333,on
138.68.20.197:8333,on
91.185.198.234:8333,on
51.255.87.121:8339,on
94.130.108.26:8333,on
[2a01:4f8:200:402a::2]:8333,on
178.63.18.3:8333,on
144.217.252.18:8333,on
[2a01:7c8:aab6:db:5054:ff:feca:cfc8]:8333,on
185.22.172.123:8333,on
67.244.76.227:8333,on
178.63.127.149:8333,on
[2a01:7c8:aaae:2d4:5054:ff:fe95:c668]:8333,on
173.249.48.41:8333,on
5.9.158.123:8333,on
157.245.91.88:8333,on
104.248.157.66:8333,on
195.201.87.244:8333,on
37.187.77.80:8333,on
46.165.223.8:8333,on
172.104.218.19:8333,on
62.163.132.93:8333,on
18.221.51.155:8333,on
47.75.8.80:8333,on
113.35.179.92:8333,on
157.245.192.248:8333,on
159.65.169.76:8333,on
63.224.37.22:8333,on
95.211.189.3:8333,on
[2a01:4f8:13b:29d4::2]:8333,on
52.68.166.44:8333,on
178.63.75.156:8333,on
[2a01:4f8:120:80cc::2]:8433,on
149.202.83.78:8333,on
18.197.10.4:8333,on
217.16.185.165:8333,on
[2001:41d0:403:422::]:8333,on
195.201.33.0:8333,on
78.47.41.177:8333,on
[2001:41d0:a:6b96::1]:8333,on
5.189.166.193:8333,on
176.9.46.231:10000,on
46.166.151.160:8333,on
190.2.145.177:8333,on
47.94.243.77:8333,on
154.204.31.234:8333,on
[2a01:4f8:150:23c7::102]:8333,on
5.9.87.242:8333,on
31.207.44.34:8333,on
198.199.85.118:8333,on
95.211.174.137:8333,on
104.248.30.202:8333,on
211.63.212.19:8333,on
46.229.238.187:8333,on
95.179.188.215:8333,on
176.9.30.46:8333,on
185.162.128.143:8333,on
144.91.87.159:8333,on
148.251.124.172:8433,on
3.15.182.127:8333,on
95.80.10.185:8333,on
101.100.174.240:8333,on
217.182.172.117:8333,on
[2a01:4f8:150:714f::2]:8446,on
37.205.8.78:8333,on
35.208.87.203:8333,on
18.191.174.89:8444,on
144.76.235.235:8333,on
37.187.174.201:8333,on
47.254.95.196:8333,on
71.38.85.217:8333,on
163.172.48.194:8333,on
173.208.128.10:8333,on
109.236.84.141:8333,on
144.91.111.114:8333,on
185.107.80.146:8333,on
116.203.82.167:8333,on
128.199.218.126:8333,on
[2a02:e00:fff0:426::1]:8333,on
193.111.156.2:8333,on
77.120.122.22:8433,on
[2a01:4f9:c010:354e::1]:8333,on
13.251.95.40:8333,on
185.22.172.16:8333,on
[2a01:4f8:c2c:25b2::1]:8333,on
81.7.13.84:8333,on
47.91.92.101:8333,on
62.210.124.142:8333,on
[2a01:4f8:162:208a::1]:8333,on
145.239.9.3:8333,on
193.106.29.98:8333,on
37.252.190.88:8333,on
[2a01:4f9:2a:8d9::2]:8333,on
[2001:41d0:2:bf8f::]:8333,on
64.227.21.196:8333,on
178.128.19.243:8333,on
34.92.10.1:38333,on
31.201.59.80:8333,on
95.217.89.32:8333,on
[2a01:4f8:192:72e9::2]:8433,on
5.189.189.229:8333,on
136.243.60.74:8333,on
88.150.230.119:8333,on
195.154.221.87:8333,on
51.91.10.102:8333,on
95.216.11.156:8433,on
149.202.150.187:8333,on
5.9.121.47:8333,on
176.9.9.8:8333,on
[2a01:4f8:c0c:4268::2]:8333,on
51.89.40.32:8333,on
66.206.10.61:8333,on
47.88.84.126:8333,on
[2a01:4f8:190:5176::123]:8333,on
107.23.66.252:20008,on
5.9.86.83:8333,on
45.76.125.1:8333,on
142.93.132.233:8333,on
104.243.35.153:8333,on
[2a01:4f8:173:230a::2]:8333,on
119.29.245.130:28339,on
88.99.187.210:8333,on
82.165.19.48:8333,on
109.236.90.117:8333,on
144.76.200.114:8433,on
93.115.26.186:20004,on
[2001:19f0:5:1f93:5400:1ff:fe7a:c65a]:8333,on
[2a01:4f8:241:147::1]:8333,on
87.247.111.222:8333,on
18.217.164.147:8333,on
[2a01:4f9:2a:2b86::2]:8333,on
23.175.0.222:8333,on
95.216.11.57:8433,on
138.68.59.67:8333,on
84.31.70.198:8333,on
45.76.5.124:8333,on
62.210.103.45:8333,on
[2a03:b0c0:1:d0::69:3001]:8333,on
185.132.178.23:8333,on
[2607:5300:203:1112::]:8333,on
79.98.30.37:8333,on
159.65.135.148:8333,on
46.5.187.203:8333,on
47.253.5.99:8333,on
51.15.239.164:8333,on
188.165.228.25:8333,on
103.76.48.5:8333,on
54.254.231.227:8333,on
[2a02:c207:3003:8337::1]:8333,on
[2605:4d00::50]:8333,on
46.28.207.31:8333,on
34.241.176.144:8333,on
200.20.186.254:8333,on
185.180.221.200:38333,on
144.76.108.6:8444,on
157.245.241.95:8333,on
[2a01:4f8:171:4dc::2]:8333,on
178.63.127.148:8333,on
144.76.82.165:8333,on
[2a01:4f8:c2c:3179::1]:8333,on
51.75.55.212:8333,on
95.216.97.16:8333,on
212.83.35.173:8333,on
35.208.171.216:8333,on
91.237.77.5:8333,on
[2a00:7c80:0:25::e37a]:8333,on
