90.228.250.71:8333,0.007821
95.216.213.212:8333,+Inf
[2a01:4f8:190:91c4::2]:8333,+Inf
bkdea5wntdojxtku.onion:8333,+Inf
ivghd5q3k7vcd2ce.onion:8333,0.000909
148.163.68.15:20008,+Inf
60.225.135.201:8333,0.001567
83.135.151.0:8333,0.003949
84.197.198.167:8333,+Inf
afc7o4oknwne4pgh.onion:8333,+Inf
213.152.161.35:28037,1.535536
34.220.232.128:8333,+Inf
79.108.160.145:8885,0.231656
87.123.170.44:8333,0.203567
[2607:5300:60:cff1::]:28633,+Inf
c7hbrnwzonyr3fxt.onion:8333,+Inf
hansveg5u434hiia.onion:8333,+Inf
167.172.36.147:8333,+Inf
217.95.18.204:8333,0.010335
73.243.136.85:8333,0.001604
[240e:e0:cf1b:d400:198e:ab11:8f7f:359c]:8333,0.013966
[2607:9280:b:73b:250:56ff:fe21:bf32]:8333,+Inf
[2a01:e0a:4c2:98d0:397a:42b1:79dd:811e]:8333,20.415879
[2a02:8308:80bf:ea00:3c0a:5f4b:1e4d:ca30]:8333,0.261944
v6rfdupieiqbxzmy.onion:8333,0.004195
35.212.237.228:8333,0.009213
47.90.43.18:8333,+Inf
80.139.108.199:8333,0.224603
xy3jq7lsw5s4re45.onion:8333,+Inf
45.92.94.156:8333,+Inf
59.72.61.195:8333,0.606912
63.250.36.228:8333,+Inf
87.172.228.53:8333,0.003812
93.31.213.59:8333,+Inf
156.19.19.90:8333,+Inf
187.114.124.41:8333,0.001372
217.95.20.207:8333,0.003790
r4xudr6u4r5nyga4.onion:8333,+Inf
[2a01:4f8:161:60a2::2]:8333,+Inf
[2a02:2f0e:530c:8900:956d:f0d8:a73c:fdb0]:8333,0.978948
fwsfvuoqhm2um3zp.onion:8333,0.001815
61.68.225.28:8333,0.001093
73.73.126.19:8333,0.010323
[2001:da8:d800:144:6400:54f7:e64f:8069]:7333,0.001731
[2a00:d70:0:15:f816:3eff:fefc:f23]:8333,+Inf
[2a01:4f8:1c17:6665::1]:8333,+Inf
185.137.233.187:8333,0.000079
77.8.141.147:8333,0.007043
[2001:d08:d7:d44e:198a:a6a1:8a78:ab0d]:8333,0.029757
cxaofcnhtgms5lxd.onion:8333,+Inf
uomwiysrzy4qzrzt.onion:8333,+Inf
3wauhhcdlqkz767z.onion:8333,+Inf
45.77.166.165:8333,+Inf
[240e:e0:db69:9f00:3185:1173:d32b:eac8]:8333,8.195788
79.119.123.71:8333,+Inf
89.212.75.6:8333,+Inf
[2001:b011:2012:1242:d433:a26a:6ec3:a25d]:8333,0.018830
[2a01:4f8:140:53aa::1]:8333,0.004359
1.4.200.185:8333,0.003947
50.220.121.211:6917,0.028948
75.117.26.206:8333,+Inf
176.9.78.10:8333,0.000045
46.142.153.35:8333,0.020011
4xlt2fzm6i2jb3gd.onion:8333,0.012742
84.160.54.7:8333,0.037075
101.177.130.250:8333,0.000042
109.134.232.81:8333,+Inf
109.78.86.232:8333,0.012693
gegcteeep4cwftl5.onion:8333,+Inf
37.138.208.255:8333,0.003560
45.150.184.149:8333,0.001611
87.157.251.191:8333,0.007231
[2a02:120b:2c46:33b0:9427:21bc:2610:846f]:8333,0.002510
188.214.128.162:8333,0.020548
52.210.215.167:8333,+Inf
79.37.144.71:8333,4.212990
47.241.109.61:8333,0.003133
[2001:16a2:675:1000:3e7c:fd7a:ff25:53b7]:8333,+Inf
[2607:fb90:4a27:9fee:88f1:cf81:c2b6:617f]:8333,0.064713
[2607:fb90:91bd:52bd:7874:2bf4:faa8:5c5f]:8333,0.155845
iqagt5co4dt7h6hf.onion:8333,+Inf
108.241.35.53:8333,+Inf
202.188.67.61:8333,0.008165
46.146.248.89:8333,+Inf
jyzhe3ig44ickysb.onion:8333,+Inf
46.254.41.68:8333,0.057323
77.1.213.180:8333,0.183421
85.25.195.33:8333,+Inf
115.96.54.221:8333,0.079059
qgu4foqow23523uz.onion:8333,+Inf
tvbb4nxdf6sryzqx.onion:8333,+Inf
vheejqq2v5dkb4xr.onion:8333,+Inf
zf4nfw47kgvrcrsl.onion:8333,+Inf
174.138.3.159:8333,+Inf
18.215.28.188:8333,+Inf
67.166.35.183:8333,0.000514
4u2p24d227y5uuzf.onion:8333,+Inf
5.230.70.206:8333,0.006452
82.64.12.236:8333,8.773355
85.173.73.50:8333,7.826796
[2408:8207:847b:39d0:1561:b201:1b4:c7bb]:8333,0.001011
178.218.209.162:8333,0.000026
195.154.237.102:8333,+Inf
35.226.160.172:8333,+Inf
[2a02:120b:2c61:4c30:9908:5da5:6fc9:bfa1]:8333,0.049536
xovxmmo25moyo2he.onion:8333,0.006806
194.193.41.231:8333,1.933968
4fpqrr3ye3vrbi5l.onion:8333,+Inf
qei3dmuumq5gakgg.onion:8333,+Inf
193.29.187.66:8333,+Inf
40.74.80.66:8333,+Inf
[2001:678:7dc:8::2]:8333,+Inf
o3yikxdn2r3izoov.onion:8333,0.000324
13.52.14.169:8333,0.657119
173.255.204.124:8333,+Inf
186.155.226.43:8333,+Inf
kls7ijxgm2vczpo2.onion:8333,+Inf
ozyt2puw2ndupedb.onion:8333,+Inf
84.159.155.161:8333,+Inf
91.195.80.28:8333,0.002172
[2400:6180:0:d1::41:4001]:8333,0.003528
77.96.38.194:8333,+Inf
93.135.75.184:8333,0.003834
[2001:470:27:483::2]:8333,+Inf
[2a02:180:6:1::18]:8333,+Inf
girakxomne5fby64.onion:8333,+Inf
104.250.186.141:8333,+Inf
212.51.147.201:8333,0.000037
67.87.222.78:8333,+Inf
85.195.232.197:8333,+Inf
87.172.232.122:8333,0.020355
[2600:6c67:8d80:101:21b:24ff:fe93:b6dd]:8333,+Inf
[2601:243:0:3ed:6b55:c0ee:63ff:e013]:8333,0.002217
115.37.206.92:8333,+Inf
116.202.97.238:8333,+Inf
46.246.38.239:8333,0.034745
3.113.245.85:8333,+Inf
46.176.250.193:8333,0.000026
6n7pncutrs2g5b27.onion:8333,0.000918
77.120.240.209:8333,+Inf
j3w7jxsxq24jrfzr.onion:8333,0.001899
172.94.26.205:8333,17.593158
18.202.48.131:8333,+Inf
203.178.143.149:8333,+Inf
[2003:e9:d720:1b01:9ce1:d7ca:d8ed:eac6]:8333,0.110603
ibzdvryfx4rwxbha.onion:8333,0.000908
pkm6a653nh7ngkbr.onion:8333,+Inf
xz563swdjd7yqymb.onion:8333,+Inf
167.179.164.156:8333,+Inf
179.215.234.63:8333,58.695652
73.198.63.11:8333,+Inf
79.135.219.205:8333,0.175156
84.148.210.80:8333,0.004372
85.72.215.189:8333,0.000160
92.171.45.181:8333,0.000072
95.216.13.43:8333,+Inf
104.248.191.98:8333,+Inf
134.3.215.180:8333,+Inf
185.79.93.239:8333,+Inf
93.213.169.223:8333,0.078119
hrurzb5qdpnndszc.onion:8333,0.015854
ldfcsvkathz2dgwj.onion:8333,+Inf
186.58.248.227:8333,0.000739
45.63.12.73:8333,0.015548
80.254.215.27:8333,0.003805
87.123.145.75:8333,0.026859
89.135.8.32:8333,0.002281
[2001:41d0:1:f606::3]:8333,+Inf
[2400:2410:30e0:6500:5821:621f:a181:a774]:8333,0.012933
[2600:3c01::f03c:91ff:fee8:1b34]:8333,0.002448
206.189.91.133:8333,+Inf
78.39.95.55:8333,4.683181
81.4.108.252:8333,0.000300
[2a00:1370:8127:925e:8538:105a:1e4f:78ee]:8333,0.701891
h5vdeilkwrnzutt5.onion:8333,+Inf
13.125.197.58:8333,0.000134
61.68.236.226:8333,0.046460
[2001:41d0:403:2831::]:8333,0.000096
37.53.50.174:6333,+Inf
5.68.59.134:8885,0.000042
79.210.175.137:8333,0.041491
93.48.51.114:8333,+Inf
95.217.39.49:8333,+Inf
123.56.220.173:8333,+Inf
167.71.81.215:8333,+Inf
31.180.135.25:8333,0.003388
[2408:8025:13e:1120:10b7:689b:8730:e001]:8333,0.027826
sxqjubmum4rmfgpu.onion:8333,+Inf
60.241.23.104:8333,0.000159
79.242.160.98:8333,0.000055
[2804:7f2:2a83:b7c1:dfb3:eb3c:dcf9:be50]:8333,0.004089
81.183.103.180:57080,0.000077
81.183.136.14:57080,0.000073
o6kjqxbae7jh26so.onion:8333,+Inf
100.27.47.106:8333,+Inf
110.174.44.6:8333,+Inf
18.157.119.189:8333,1.180473
95.217.89.36:8333,+Inf
[2001:41d0:a:5879::]:8333,+Inf
cj2nexmwocyy5unq.onion:8333,+Inf
101.189.105.237:8333,+Inf
102.132.245.16:8333,+Inf
54.185.134.34:8333,+Inf
89.244.124.207:8333,0.004421
[2001:e68:540d:430d:94d:5dc2:59d3:ab6b]:8333,0.000737
[2408:823d:4a14:d4:e4fd:618d:5695:2b7d]:8333,0.906772
al35fqhuabzkbxfm.onion:8333,+Inf
13.231.223.46:8333,+Inf
174.87.102.213:8333,0.337048
18.188.10.196:8333,+Inf
159.89.104.55:8333,+Inf
54.79.7.31:48533,+Inf
77.120.33.6:8333,+Inf
79.210.169.127:8333,0.009642
84.254.90.125:8333,+Inf
110.169.140.192:8333,0.006714
124.150.110.218:8333,3.165995
157.131.101.185:8333,+Inf
[2001:8d8:939:1900::77:9e09]:8333,+Inf
24.9.65.158:8333,0.070443
51.107.76.178:8333,+Inf
78.34.254.87:8334,0.003274
99.241.129.216:8333,+Inf
[2a01:4f8:202:3e6::2]:8333,+Inf
148.251.89.174:8333,+Inf
156.34.178.138:8333,+Inf
176.9.51.122:8333,+Inf
[2a07:a880:4601:1282:2bf4:879b:b004:554c]:8333,0.281350
51.154.150.242:8333,0.005501
78.62.186.157:8333,+Inf
87.78.127.148:8334,0.003929
107.2.135.241:8333,1.106345
134.209.234.252:8333,+Inf
45.8.7.212:8333,+Inf
93.127.234.223:8333,1.295819
95.107.124.196:8333,0.008985
[2a01:4f8:160:7365::2]:8333,+Inf
101.108.215.67:8333,5.746209
190.88.246.116:8333,0.005950
84.215.74.53:8333,+Inf
[2804:14d:4c81:8c10::1002]:8333,+Inf
[2a01:4f8:162:4348::2]:8333,+Inf
sljntmdlytjzb7bl.onion:8333,0.001579
134.249.127.91:8333,0.001634
79.105.59.224:8333,0.068060
83.163.211.75:8333,+Inf
178.11.218.169:8333,0.004295
180.160.210.53:8333,4.804805
188.63.220.161:8333,0.268395
24.34.61.18:8333,+Inf
3hoymvrfrgj2db3b.onion:8333,+Inf
103.235.230.196:8333,+Inf
104.198.84.14:8333,+Inf
171.7.20.232:8333,0.005659
93.202.132.40:8333,0.003838
onmubkva3ybnwult.onion:8333,+Inf
rqcl5b2pr75j3t5m.onion:8333,+Inf
51.79.18.207:8343,+Inf
79.194.169.136:8333,0.006740
89.247.2.245:8333,0.004037
5.145.10.122:8333,+Inf
91.7.117.186:8333,12.243163
a27bvhina4y23jxo.onion:8333,+Inf
136.56.170.96:8333,+Inf
195.141.179.150:8333,40.735502
31.201.216.228:8333,+Inf
24.202.208.143:8333,0.000295
95.216.68.44:8333,+Inf
[240b:11:5020:d900:1fd:6374:3987:fb74]:8333,0.024778
[2601:243:1700:d21:fd0c:a6a6:ab51:8969]:8333,0.002565
115.96.26.227:8333,0.804447
120.159.243.59:8333,+Inf
13.209.0.41:8333,+Inf
35.207.65.42:8333,+Inf
83.167.27.4:8333,+Inf
[2607:fb90:649b:dfd2:a409:ce19:61f9:afb1]:8333,8.894379
forlfhmu7sb3zqoe.onion:8333,0.000676
jl7fbjfcskycjq7n.onion:8333,+Inf
134.209.250.30:8333,+Inf
195.201.240.107:8333,+Inf
2.92.39.39:15426,+Inf
[2001:1284:f013:d0e5:cf49:ee1a:fe05:4970]:8333,0.000545
[2001:41d0:203:2d94::]:8333,+Inf
c63rt5iosd6yyreg.onion:8333,+Inf
78.110.74.150:8333,0.004205
80.135.120.85:8333,0.010729
95.217.9.153:8333,+Inf
47.98.114.56:8885,+Inf
79.204.187.116:8333,0.000067
guaciney52mgcbp2.onion:8333,+Inf
lasmn66kmjwsrryd.onion:8333,0.160997
159.89.205.184:8333,+Inf
207.180.242.103:8333,+Inf
3loqrehrbxavzy64.onion:8333,+Inf
clpdudfcazpgn5ke.onion:8333,+Inf
2.25.69.168:8333,13.928744
5.189.189.229:8333,+Inf
87.241.165.97:8333,0.007433
80.101.91.75:8333,+Inf
85.245.26.67:8333,+Inf
2.224.170.0:8333,0.320009
217.224.123.126:8333,0.007406
77.190.41.172:8333,0.003510
80.235.35.47:8333,+Inf
86.143.151.215:8333,0.120119
87.182.37.3:8333,0.083744
[2003:f4:3f1d:d000:19:9ff:fe42:85c8]:8333,0.001528
wgzwu3vg3i54wayx.onion:8333,+Inf
202.168.63.214:8333,3.251421
217.95.170.254:8333,0.000106
63.32.157.30:8333,+Inf
92.117.110.128:8333,0.006444
95.170.88.58:8333,0.067469
[2804:7f2:2a84:199d:ea40:f2ff:fe85:d2dc]:8333,0.000041
59.94.112.74:8333,0.030248
77.3.8.182:8333,0.014518
92.116.150.220:8333,0.003334
imfag5h6lrkxryoy.onion:8333,+Inf
nip5ycsrhxiypecs.onion:8333,0.001400
442cd47ev5swteuf.onion:8333,0.050054
54.245.129.52:8333,+Inf
89.14.151.39:8333,0.032659
89.166.158.88:8333,0.096504
92.28.232.87:8333,0.000204
[2a01:4f8:c2c:7433::1]:8333,+Inf
34.197.20.186:8333,1.032986
83.177.148.139:8333,+Inf
87.1.14.27:8333,0.067984
91.160.210.208:8333,0.000898
94.130.108.26:8333,+Inf
109.236.91.15:8333,+Inf
178.128.26.38:8333,+Inf
190.177.26.133:8333,+Inf
79.117.226.184:8333,0.008279
79.140.112.8:8333,0.003538
84.217.171.98:8333,+Inf
[2001:41d0:a:2496::1]:8333,+Inf
[2a00:1370:8126:35e6:73d8:a2d9:c9c9:20e7]:8333,2.228297
184.95.58.162:8333,+Inf
185.107.80.119:8333,+Inf
2.24.35.93:8333,0.754460
aw63iccqc4wjonrp.onion:8333,+Inf
192.99.62.161:8333,+Inf
24.0.151.9:8333,1.353871
37.232.146.119:8333,+Inf
84.131.54.178:8333,0.039544
90.103.19.176:8333,+Inf
119.76.149.43:8333,0.004174
139.59.61.90:8333,+Inf
179.99.22.1:8333,0.048180
91.112.172.148:8333,0.022865
94.21.141.134:8333,0.006702
18.217.6.104:8333,+Inf
212.56.120.203:8333,0.000030
2zel2lp7tvbtzlnc.onion:8333,+Inf
93.197.35.119:8333,0.005300
[2607:fb90:4a33:fab3:b81f:dd8d:d30a:e2f9]:8333,1.058992
c6i7ft6kvgpkf2u2.onion:8333,+Inf
vm5pdbpnc47kaxi7.onion:8333,0.000079
207.161.142.126:8333,0.049312
69.12.80.84:8333,+Inf
92.33.136.163:8333,0.002692
187.178.25.88:8333,+Inf
[2408:8207:251e:8ad0:123:ee8d:8b46:890b]:8333,0.073128
[2607:5300:203:1214::]:8333,+Inf
[2806:2f0:7020:c381:4077:9d38:3a4d:977e]:8333,0.125929
149.224.251.117:8333,0.006247
159.65.71.195:8333,0.125263
172.104.72.229:8333,+Inf
188.74.10.160:8333,0.004802
216.46.157.232:8333,0.002509
217.13.233.238:8333,+Inf
74.15.108.148:8333,0.014152
hafwtrbooszoembm.onion:8333,+Inf
116.109.69.198:8333,0.000045
116.203.182.37:8333,+Inf
134.209.97.199:8333,+Inf
198.1.231.6:8333,+Inf
89.246.119.79:8333,0.003918
[2403:6200:88a2:5b5a:6c02:c7f6:25e7:be05]:8333,0.092645
118.34.83.38:8333,0.031774
176.99.243.186:8333,0.001506
181.166.46.226:8333,0.001066
94.21.166.176:8333,0.183562
95.33.254.128:8333,0.003911
[2a01:4f8:151:2269::2]:8333,+Inf
195.54.161.67:8333,+Inf
217.23.10.22:8333,6.859865
6ouvvc7vgcdsaepv.onion:8333,+Inf
193.124.244.171:8333,0.003309
77.3.235.89:8333,0.084614
[2002:509:8ce4::509:8ce4]:8333,+Inf
[2a02:908:69d:b7a0:1a6c:b6b:92c6:77fb]:8333,+Inf
gutjv74spxr3kf7p.onion:8333,0.027027
114.89.202.35:8333,0.004937
167.172.178.50:8333,+Inf
178.122.247.195:8333,+Inf
ttialrliwozvir5b.onion:8333,0.010075
148.251.186.99:8332,+Inf
46.246.45.44:8333,0.015387
ko6zteshdre3zpp7.onion:8333,+Inf
[2001:41d0:700:1f7e::]:8333,0.002172
laorvegmujtokxzb.onion:8333,+Inf
yye4zrj3mu36usut.onion:8333,0.031955
217.93.63.65:8333,+Inf
77.3.47.137:8333,0.011689
94.172.220.193:8333,+Inf
5.189.140.222:8333,+Inf
68.183.215.241:8333,+Inf
77.183.74.124:8333,0.058945
85.215.92.208:8333,+Inf
86.131.164.191:8333,0.000073
116.203.230.250:8333,+Inf
176.99.4.228:8333,0.000347
185.216.140.33:8333,+Inf
37.117.2.201:8333,13.589179
46.183.236.254:8333,+Inf
71.233.96.15:8333,+Inf
88.99.109.66:8333,+Inf
[2601:404:cf80:ba30:1e44:1fbd:6244:d325]:8333,0.002965
163.172.219.208:8333,+Inf
189.170.10.114:8333,0.001291
